Año,Mes,Plan,Sede,Ciudad,Vendedor,Total Ventas
2017,3,193,2,53,7696,17
2017,3,193,2,53,5865,21
2017,3,193,2,53,5753,9
2017,4,193,2,53,1674,5
2017,4,193,2,53,5879,62
2017,2,193,2,63,6857,2
2017,4,193,2,53,7615,10
2017,4,193,2,53,5753,12
2017,10,193,2,63,5879,2
2017,4,193,2,24,7612,4
2017,1,193,2,53,6825,1
2017,1,193,2,53,7637,1
2017,5,193,2,53,5878,6
2017,7,193,2,53,5753,13
2017,7,193,2,53,7707,5
2017,7,193,2,53,5754,11
2017,6,193,2,53,7707,7
2017,6,193,2,53,6621,69
2017,6,193,2,53,1674,4
2017,6,193,2,53,6857,38
2017,6,193,2,50,7637,1
2017,6,193,2,50,600,1
2017,7,193,2,72,5879,1
2017,7,193,2,46,7712,1
2017,8,193,2,53,5817,62
2017,8,193,2,53,5753,15
2017,9,193,2,53,6621,48
2017,9,193,2,53,7726,8
2017,11,193,2,53,600,21
2017,11,193,2,53,1674,6
2017,11,193,2,53,5879,91
2017,11,193,2,53,7719,25
2017,11,193,2,53,7744,1
2017,11,193,2,53,5878,4
2017,11,193,2,26,7744,1
2017,12,193,2,53,5753,3
2017,2,193,2,40,6857,1
2017,2,193,2,53,5754,14
2017,3,193,2,53,6857,25
2017,2,193,2,50,600,1
2017,4,193,2,63,6621,1
2017,4,193,2,53,5817,47
2017,4,193,2,53,7712,12
2017,4,193,2,53,7637,4
2017,4,193,2,32,5879,1
2017,3,193,2,53,7710,2
2017,9,193,2,53,6825,3
2017,10,193,2,53,7734,6
2017,10,193,2,53,5865,4
2017,10,193,2,63,6621,1
2017,3,193,2,53,6712,1
2017,5,193,2,53,1674,5
2017,5,193,2,53,7710,2
2017,7,193,2,53,6621,39
2017,7,193,2,41,7696,1
2017,7,193,2,53,7712,12
2017,7,193,2,53,6857,33
2017,7,193,2,53,6860,5
2017,5,193,2,46,5879,1
2017,6,193,2,53,5878,3
2017,6,193,2,79,5879,36
2017,7,193,2,50,5773,1
2017,7,193,2,63,5879,3
2017,8,193,2,53,5754,15
2017,8,193,2,63,1674,2
2017,8,193,2,65,6857,1
2017,8,193,2,53,6825,1
2017,8,193,2,45,600,1
2017,9,193,2,53,5754,15
2017,9,193,2,53,5753,10
2017,11,193,2,46,7719,1
2017,1,193,2,53,5879,36
2017,1,193,2,53,5817,37
2017,3,193,2,53,5754,13
2017,6,193,2,53,600,29
2017,4,193,2,53,7612,50
2017,2,193,2,53,6844,1
2017,2,193,2,33,5879,1
2017,4,193,2,53,7710,25
2017,4,193,2,53,7696,4
2017,4,193,2,32,600,1
2017,10,193,2,53,6825,2
2017,7,193,2,53,5773,61
2017,10,193,2,53,5754,13
2017,10,193,2,53,7615,6
2017,3,193,2,72,5879,1
2017,12,193,2,53,1674,2
2017,7,193,2,53,5878,2
2017,5,193,2,40,7707,1
2017,5,193,2,53,7706,7
2017,7,193,2,53,5879,59
2017,5,193,2,65,600,1
2017,6,193,2,53,5879,63
2017,6,193,2,45,6857,1
2017,6,193,2,72,7612,1
2017,6,193,2,46,5879,1
2017,7,193,2,50,600,1
2017,8,193,2,53,5879,62
2017,8,193,2,53,6860,17
2017,8,193,2,22,7712,1
2017,8,193,2,50,6857,1
2017,8,193,2,22,6857,1
2017,9,193,2,53,5879,83
2017,9,193,2,33,5879,1
2017,10,193,2,63,5773,2
2017,11,193,2,53,7740,6
2017,11,193,2,50,6857,1
2017,11,193,2,53,7615,3
2017,11,193,2,50,7612,1
2017,12,193,2,53,6835,3
2017,1,193,2,53,6835,7
2017,1,193,2,53,5865,15
2017,1,193,2,53,6712,1
2017,2,193,2,53,5879,54
2017,2,193,2,53,7612,45
2017,3,193,2,53,5879,42
2017,3,193,2,53,7612,34
2017,3,193,2,53,7706,13
2017,3,193,2,53,600,18
2017,3,193,2,53,7615,9
2017,2,193,2,41,7696,1
2017,4,193,2,53,5865,12
2017,4,193,2,53,7706,5
2017,10,193,2,53,6857,29
2017,10,193,2,53,7719,17
2017,10,193,2,53,5753,7
2017,9,193,2,53,600,31
2017,1,193,2,53,6844,2
2017,5,193,2,53,5817,53
2017,5,193,2,63,7637,1
2017,5,193,2,53,6857,36
2017,7,193,2,40,5773,2
2017,5,193,2,53,6835,9
2017,5,193,2,48,600,1
2017,5,193,2,63,5773,1
2017,6,193,2,77,5773,1
2017,7,193,2,30,7612,1
2017,8,193,2,53,1674,8
2017,8,193,2,53,7612,49
2017,8,193,2,53,7719,17
2017,11,193,2,48,5879,1
2017,11,193,2,53,6621,28
2017,11,193,2,63,600,1
2017,12,193,2,53,5879,37
2017,12,193,2,53,5817,20
2017,12,193,2,53,6857,4
2017,12,193,2,21,5879,1
2017,12,193,2,53,600,3
2017,12,193,2,53,7744,1
2017,12,193,2,53,6860,3
2017,1,193,2,53,6860,7
2017,1,193,2,53,6857,14
2017,3,193,2,50,5879,2
2017,2,193,2,53,4635,1
2017,4,193,2,53,5878,1
2017,9,193,2,53,5817,56
2017,4,193,2,1,7712,1
2017,5,193,2,53,5879,67
2017,5,193,2,53,5754,12
2017,5,193,2,53,7696,15
2017,5,193,2,63,6621,1
2017,5,193,2,72,5879,1
2017,7,193,2,53,7722,2
2017,7,193,2,53,7719,23
2017,7,193,2,53,5865,15
2017,6,193,2,53,7612,59
2017,6,193,2,53,5754,17
2017,6,193,2,53,7696,14
2017,6,193,2,53,6825,2
2017,6,193,2,26,7712,1
2017,6,193,2,40,6857,1
2017,7,193,2,40,5865,1
2017,7,193,2,1,6825,1
2017,8,193,2,53,7707,4
2017,8,193,2,53,7724,1
2017,9,193,2,53,6857,40
2017,9,193,2,53,7719,11
2017,9,193,2,53,7615,11
2017,11,193,2,53,5773,80
2017,11,193,2,53,6835,12
2017,11,193,2,53,6860,19
2017,11,193,2,40,1674,1
2017,12,193,2,53,5754,6
2017,12,193,2,63,5879,1
2017,12,193,2,53,5865,1
2017,1,193,2,53,7612,17
2017,1,193,2,53,7615,3
2017,1,193,2,53,5773,47
2017,1,193,2,53,5753,5
2017,2,193,2,53,6857,23
2017,2,193,2,53,6621,43
2017,3,193,2,53,7707,2
2017,3,193,2,53,1674,7
2017,3,193,2,53,7700,12
2017,2,193,2,53,7695,3
2017,2,193,2,53,6712,1
2017,2,193,2,46,7696,1
2017,4,193,2,53,5754,9
2017,4,193,2,53,7707,6
2017,4,193,2,53,6835,5
2017,10,193,2,53,1674,3
2017,10,193,2,53,4635,2
2017,10,193,2,53,6835,19
2017,10,193,2,53,5817,53
2017,4,193,2,50,6835,1
2017,4,193,2,63,7710,1
2017,4,193,2,48,600,1
2017,5,193,2,53,600,14
2017,5,193,2,53,5865,17
2017,5,193,2,53,7612,58
2017,5,193,2,40,7615,1
2017,5,193,2,40,600,1
2017,7,193,2,5,6860,1
2017,5,193,2,50,7719,1
2017,5,193,2,53,6712,1
2017,6,193,2,53,5773,67
2017,6,193,2,65,5879,3
2017,6,193,2,75,5773,4
2017,6,193,2,70,5879,1
2017,7,193,2,43,5865,1
2017,8,193,2,63,5773,1
2017,8,193,2,63,6621,1
2017,9,193,2,63,5879,3
2017,9,193,2,63,5773,1
2017,11,193,2,48,6857,1
2017,11,193,2,53,7734,2
2017,12,193,2,53,7719,2
2017,4,193,2,53,600,13
2017,2,193,2,53,7697,3
2017,2,193,2,53,6860,23
2017,1,193,2,53,7695,1
2017,3,193,2,53,5773,79
2017,3,193,2,53,6621,27
2017,3,193,2,53,6860,40
2017,3,193,2,47,600,1
2017,4,193,2,53,6825,2
2017,4,193,2,53,6860,25
2017,2,193,2,40,5773,1
2017,2,193,2,53,7700,5
2017,3,193,2,30,600,1
2017,5,193,2,53,6860,32
2017,5,193,2,53,4042,2
2017,7,193,2,53,6825,3
2017,7,193,2,53,7612,47
2017,5,193,2,53,6825,5
2017,7,193,2,40,7615,1
2017,5,193,2,53,7719,8
2017,6,193,2,63,5773,2
2017,6,193,2,65,6621,1
2017,6,193,2,70,5773,1
2017,6,193,2,85,5773,1
2017,7,193,2,53,4042,2
2017,7,193,2,50,7696,1
2017,8,193,2,53,5865,10
2017,8,193,2,53,5773,88
2017,8,193,2,53,4042,2
2017,8,193,2,78,600,1
2017,9,193,2,53,1674,5
2017,9,193,2,40,7615,1
2017,9,193,2,43,5879,3
2017,9,193,2,31,5879,3
2017,9,193,2,41,5879,1
2017,9,193,2,51,6835,1
2017,9,193,2,63,6860,1
2017,11,193,2,53,5865,18
2017,11,193,2,40,6835,1
2017,4,194,2,53,600,1
2017,7,194,2,53,5773,1
2017,10,194,2,53,600,1
2017,3,194,2,53,5773,1
2017,4,194,2,53,7712,1
2017,5,194,2,53,6860,1
2017,7,194,2,53,6857,1
2017,9,194,2,53,6857,1
2017,2,194,2,53,6825,1
2017,4,194,2,53,6857,2
2017,4,194,2,53,7612,1
2017,8,194,2,53,6621,1
2017,2,194,2,53,5879,1
2017,10,194,2,53,6860,1
2017,6,194,2,53,7637,1
2017,8,194,2,53,6857,1
2017,8,194,2,53,600,1
2017,9,194,2,53,5773,1
2017,10,194,2,53,5879,1
2017,10,194,2,53,6857,2
2017,11,194,2,53,6857,1
2017,11,194,2,53,7612,1
2017,2,194,2,53,6857,1
2017,4,194,2,86,600,1
2017,5,194,2,53,6825,1
2017,6,194,2,53,6857,1
2017,8,194,2,53,1674,1
2017,9,194,2,53,7612,1
2017,11,194,2,63,7740,1
2017,3,194,2,53,6825,1
2017,3,194,2,53,6857,1
2017,7,194,2,53,7612,1
2017,10,194,2,53,7615,1
2017,5,194,2,53,7696,1
2017,5,195,2,53,6621,1
2017,7,195,2,53,6857,1
2017,8,195,2,53,1674,1
2017,8,195,2,53,7696,1
2017,8,195,2,53,6860,1
2017,11,195,2,53,7612,1
2017,2,195,2,53,6860,1
2017,4,195,2,53,7712,1
2017,5,195,2,53,6857,2
2017,9,195,2,53,600,1
2017,9,195,2,53,5773,1
2017,9,195,2,53,6857,1
2017,11,195,2,53,6825,1
2017,9,195,2,53,6835,1
2017,10,195,2,53,5879,3
2017,6,195,2,53,6857,1
2017,8,195,2,53,5773,1
2017,8,195,2,53,600,1
2017,9,195,2,53,6860,1
2017,11,195,2,53,7740,2
2017,7,195,2,53,4042,1
2017,7,195,2,53,7719,1
2017,9,195,2,53,7719,1
2017,6,195,2,53,600,1
2017,7,195,2,53,7612,1
2017,9,195,2,53,7612,1
2017,9,195,2,48,600,1
2017,9,195,2,53,7696,1
2017,1,195,2,53,6857,1
2017,4,195,2,53,6857,1
2017,11,195,2,53,6857,1
2017,1,195,2,50,7612,1
2017,5,195,2,53,7612,2
2017,3,195,2,53,7707,2
2017,7,195,2,53,7712,1
2017,10,195,2,53,6857,2
2017,12,195,2,53,7612,1
2017,7,196,2,40,6898,1
2017,10,196,2,53,6898,3
2017,5,196,2,53,6898,4
2017,6,196,2,40,6621,4
2017,8,196,2,40,6898,1
2017,3,196,2,53,5773,1
2017,8,196,2,67,6898,1
2017,2,196,2,53,6898,2
2017,9,196,2,53,5773,2
2017,1,196,2,53,6898,2
2017,6,196,2,53,6621,4
2017,4,196,2,53,6898,2
2017,7,196,2,53,6898,2
2017,6,196,2,53,6860,10
2017,6,196,2,53,6898,6
2017,6,196,2,53,7696,2
2017,7,196,2,63,6898,1
2017,8,196,2,53,6621,1
2017,9,196,2,53,6898,10
2017,9,196,2,53,6621,1
2017,1,197,2,53,5817,8
2017,2,197,2,53,5817,2
2017,4,197,2,53,5817,8
2017,3,197,2,53,5817,1
2017,5,197,2,53,5817,2
2017,7,197,2,53,5817,3
2017,9,197,2,53,5817,1
2017,11,197,2,53,5817,2
2012,3,321,2,53,4666,6
2012,3,321,2,26,4666,57
2012,3,321,2,53,4704,20
2012,3,321,2,53,5776,18
2012,3,321,2,53,4880,32
2012,3,321,2,53,4637,32
2012,3,321,2,50,5760,1
2012,8,321,2,26,5845,25
2012,8,321,2,53,5768,17
2012,8,321,2,26,5835,71
2012,8,321,2,22,5662,66
2012,1,321,2,53,794,25
2012,1,321,2,53,4666,20
2012,1,321,2,53,5775,12
2012,1,321,2,53,1898,32
2012,1,321,2,53,4841,26
2012,1,321,2,53,5776,9
2012,1,321,2,26,5670,31
2012,1,321,2,53,5778,6
2012,1,321,2,53,5782,11
2012,1,321,2,53,5837,1
2012,1,321,2,53,4643,1
2012,2,321,2,72,600,1
2012,2,321,2,53,4704,39
2012,2,321,2,53,5662,30
2012,2,321,2,40,5764,1
2012,2,321,2,53,5779,9
2012,2,321,2,53,5793,7
2012,2,321,2,26,604,1
2012,2,321,2,17,1898,1
2012,5,321,2,53,5837,3
2012,3,321,2,53,5752,4
2012,3,321,2,53,860,1
2012,3,321,2,45,639,1
2012,4,321,2,53,8,38
2012,4,321,2,53,5779,18
2012,4,321,2,68,4841,6
2012,4,321,2,53,4666,17
2012,4,321,2,47,4664,1
2012,4,321,2,53,5747,10
2012,5,321,2,53,4854,19
2012,5,321,2,53,1617,26
2012,5,321,2,21,5750,1
2012,5,321,2,53,5765,9
2012,5,321,2,53,5777,9
2012,5,321,2,72,1814,13
2012,5,321,2,53,5780,14
2012,5,321,2,26,4664,21
2012,5,321,2,53,5802,15
2012,5,321,2,53,5730,25
2012,5,321,2,53,1608,32
2012,5,321,2,26,5679,1
2012,5,321,2,53,745,2
2012,6,321,2,53,8,45
2012,6,321,2,26,4704,51
2012,6,321,2,53,649,26
2012,6,321,2,53,5802,2
2012,6,321,2,53,5837,1
2012,7,321,2,63,5813,1
2012,7,321,2,53,5780,15
2012,7,321,2,26,5710,5
2012,7,321,2,53,5663,26
2012,7,321,2,47,5712,4
2012,7,321,2,53,5730,24
2012,7,321,2,53,5768,12
2012,7,321,2,53,5747,13
2012,7,321,2,50,6110,1
2012,7,321,2,26,5835,12
2012,9,321,2,53,5768,25
2012,9,321,2,53,806,19
2012,9,321,2,53,1814,38
2012,9,321,2,53,5819,10
2012,9,321,2,47,600,1
2012,9,321,2,26,5835,82
2012,9,321,2,53,5763,24
2012,9,321,2,53,4880,15
2012,9,321,2,26,5710,3
2012,9,321,2,53,745,2
2012,9,321,2,53,5797,1
2012,9,321,2,53,5850,4
2012,10,321,2,53,639,23
2012,10,321,2,53,1859,30
2012,10,321,2,26,1728,18
2012,10,321,2,22,5662,4
2012,10,321,2,53,5750,11
2012,10,321,2,53,5763,24
2012,10,321,2,26,604,1
2012,10,321,2,40,5003,5
2012,10,321,2,53,1728,32
2012,10,321,2,53,860,1
2012,10,321,2,67,4664,1
2012,10,321,2,53,5864,10
2012,10,321,2,55,8,23
2012,11,321,2,53,5849,35
2012,11,321,2,26,1608,54
2012,11,321,2,53,1859,14
2012,11,321,2,53,4664,9
2012,11,321,2,53,4704,36
2012,11,321,2,55,5003,57
2012,11,321,2,26,5770,1
2012,11,321,2,26,5866,45
2012,11,321,2,26,5679,2
2012,11,321,2,26,600,1
2012,11,321,2,53,5752,1
2012,12,321,2,53,1617,25
2012,12,321,2,53,649,29
2012,12,321,2,53,5763,14
2012,12,321,2,53,645,28
2012,12,321,2,53,1814,18
2012,12,321,2,26,600,1
2013,1,321,2,53,860,2
2013,1,321,2,53,5849,20
2013,1,321,2,53,5837,3
2013,1,321,2,46,604,1
2013,1,321,2,53,5766,24
2013,1,321,2,53,1608,23
2013,1,321,2,53,5730,21
2012,2,321,2,53,639,48
2012,3,321,2,53,5770,30
2012,3,321,2,53,898,41
2012,3,321,2,26,806,25
2012,3,321,2,72,600,1
2012,3,321,2,53,5779,22
2012,3,321,2,53,6110,3
2012,3,321,2,26,1600,23
2012,3,321,2,53,5679,1
2012,8,321,2,53,5819,3
2012,8,321,2,53,5777,33
2012,8,321,2,53,645,26
2012,8,321,2,53,5003,19
2012,1,321,2,53,4704,25
2012,1,321,2,53,898,24
2012,1,321,2,26,5772,1
2012,1,321,2,53,5774,22
2012,1,321,2,63,5774,1
2012,1,321,2,53,5750,15
2012,1,321,2,53,1608,25
2012,1,321,2,53,5765,14
2012,2,321,2,53,4854,15
2012,2,321,2,26,806,78
2012,2,321,2,53,898,49
2012,2,321,2,53,1608,17
2012,2,321,2,53,5775,20
2012,2,321,2,53,5765,23
2012,2,321,2,53,5780,12
2012,2,321,2,53,5771,3
2012,2,321,2,53,5772,30
2012,2,321,2,53,5670,1
2012,5,321,2,55,297,1
2012,3,321,2,53,5837,5
2012,4,321,2,26,1600,24
2012,3,321,2,26,5710,1
2012,4,321,2,53,1898,31
2012,4,321,2,53,5670,16
2012,4,321,2,26,1728,59
2012,4,321,2,53,5788,1
2012,4,321,2,26,604,2
2012,4,321,2,72,1814,41
2012,4,321,2,53,1728,5
2012,5,321,2,53,806,18
2012,5,321,2,53,5712,30
2012,5,321,2,53,5662,21
2012,5,321,2,76,600,1
2012,5,321,2,47,600,1
2012,5,321,2,47,649,45
2012,5,321,2,40,600,2
2012,5,321,2,26,5777,37
2012,5,321,2,65,5765,1
2012,6,321,2,53,5712,31
2012,6,321,2,53,5779,20
2012,6,321,2,53,1859,72
2012,6,321,2,53,5777,6
2012,6,321,2,63,1859,3
2012,6,321,2,53,5805,6
2012,6,321,2,26,604,1
2012,7,321,2,30,600,1
2012,7,321,2,45,600,2
2012,7,321,2,26,1814,2
2012,7,321,2,26,5679,10
2012,7,321,2,53,4704,29
2012,7,321,2,53,5813,14
2012,7,321,2,53,5838,19
2012,7,321,2,53,5819,1
2012,8,321,2,26,5710,3
2012,8,321,2,53,5802,2
2012,8,321,2,53,5780,3
2012,8,321,2,41,645,2
2012,8,321,2,65,600,2
2012,8,321,2,47,600,1
2012,10,321,2,53,600,41
2012,11,321,2,53,5862,31
2012,8,321,2,26,5851,12
2012,9,321,2,53,5750,27
2012,9,321,2,53,1875,25
2012,9,321,2,53,8,48
2012,9,321,2,53,600,33
2012,9,321,2,50,6110,1
2012,9,321,2,53,6110,3
2012,9,321,2,22,649,57
2012,9,321,2,26,639,80
2012,9,321,2,53,4841,3
2012,9,321,2,53,5811,3
2012,9,321,2,53,5849,19
2012,9,321,2,53,5662,8
2012,9,321,2,26,5845,47
2012,9,321,2,22,5003,33
2012,9,321,2,53,5856,3
2012,9,321,2,53,5852,7
2012,10,321,2,53,4873,32
2012,10,321,2,53,5838,19
2012,10,321,2,53,898,56
2012,10,321,2,22,649,1
2012,10,321,2,53,5851,9
2012,11,321,2,26,1617,9
2012,11,321,2,26,640,57
2012,11,321,2,53,5854,22
2012,11,321,2,55,1814,54
2012,11,321,2,53,4637,46
2012,11,321,2,46,600,1
2012,12,321,2,53,5845,5
2012,12,321,2,26,4664,9
2012,12,321,2,55,639,9
2012,12,321,2,26,1728,1
2012,12,321,2,40,8,3
2013,1,321,2,3,600,1
2013,1,321,2,53,5763,16
2013,1,321,2,53,5825,14
2013,1,321,2,47,600,1
2013,1,321,2,40,8,1
2013,1,321,2,53,898,18
2013,1,321,2,53,5768,19
2013,1,321,2,53,794,16
2013,1,321,2,84,600,1
2012,3,321,2,26,649,26
2012,3,321,2,53,5760,17
2012,3,321,2,53,5782,8
2012,3,321,2,53,5765,22
2012,3,321,2,53,5764,9
2012,3,321,2,53,1728,14
2012,3,321,2,26,5679,1
2012,8,321,2,53,1859,56
2012,8,321,2,53,5838,23
2012,8,321,2,53,5765,17
2012,8,321,2,53,4880,20
2012,8,321,2,53,5752,1
2012,5,321,2,53,600,46
2012,1,321,2,53,5662,23
2012,1,321,2,40,5003,1
2012,1,321,2,53,649,5
2012,1,321,2,53,5763,25
2012,1,321,2,53,1859,39
2012,1,321,2,26,5774,1
2012,2,321,2,53,4873,34
2012,2,321,2,26,5749,64
2012,2,321,2,53,1696,1
2012,2,321,2,46,600,1
2012,2,321,2,26,5778,1
2012,2,321,2,40,8,1
2012,5,321,2,63,5752,1
2012,3,321,2,46,600,1
2012,3,321,2,53,1674,1
2012,3,321,2,63,5752,1
2012,2,321,2,53,5752,1
2012,3,321,2,53,5712,1
2012,3,321,2,26,4664,34
2012,4,321,2,26,5710,2
2012,4,321,2,53,5763,33
2012,4,321,2,68,5802,2
2012,4,321,2,53,5802,30
2012,4,321,2,53,5775,25
2012,4,321,2,53,4704,12
2012,4,321,2,53,5776,2
2012,4,321,2,26,5747,8
2012,4,321,2,26,645,1
2012,4,321,2,26,5679,2
2012,4,321,2,1,600,1
2012,5,321,2,26,640,86
2012,5,321,2,53,898,37
2012,5,321,2,53,8,43
2012,5,321,2,40,8,2
2012,5,321,2,53,5783,24
2012,5,321,2,26,5766,25
2012,5,321,2,53,860,1
2012,5,321,2,53,5749,4
2012,5,321,2,26,1814,48
2012,6,321,2,53,4666,23
2012,6,321,2,53,4664,25
2012,6,321,2,53,794,22
2012,6,321,2,53,745,1
2012,6,321,2,63,600,1
2012,6,321,2,53,5811,14
2012,6,321,2,41,5003,3
2012,7,321,2,53,1859,58
2012,7,321,2,53,1875,19
2012,7,321,2,53,645,16
2012,7,321,2,26,5663,29
2012,7,321,2,53,5831,1
2012,8,321,2,53,4643,3
2012,9,321,2,53,1859,67
2012,9,321,2,53,898,21
2012,9,321,2,53,4637,9
2012,9,321,2,26,5712,54
2012,9,321,2,43,5003,1
2012,9,321,2,26,1600,35
2012,9,321,2,52,600,1
2012,10,321,2,53,5854,19
2012,10,321,2,53,5663,11
2012,10,321,2,26,5845,12
2012,10,321,2,53,794,24
2012,10,321,2,53,5819,2
2012,10,321,2,53,297,2
2012,10,321,2,26,5663,70
2012,10,321,2,26,4704,61
2012,10,321,2,84,5752,1
2012,10,321,2,50,806,2
2012,10,321,2,53,1674,1
2012,11,321,2,26,5797,1
2012,11,321,2,53,5864,21
2012,11,321,2,53,639,18
2012,11,321,2,26,4704,7
2012,11,321,2,68,649,1
2012,11,321,2,26,4664,43
2012,11,321,2,55,639,46
2012,11,321,2,26,1898,59
2012,12,321,2,53,1696,4
2012,12,321,2,53,639,16
2012,12,321,2,53,1859,23
2012,12,321,2,26,649,10
2012,12,321,2,53,5766,16
2012,12,321,2,53,4664,10
2012,12,321,2,53,5854,17
2012,12,321,2,22,4625,1
2012,12,321,2,53,5768,8
2012,12,321,2,53,4666,18
2013,1,321,2,53,5835,36
2013,1,321,2,53,640,2
2013,1,321,2,53,1696,4
2013,1,321,2,53,5867,21
2013,1,321,2,50,49,1
2012,2,321,2,26,649,67
2012,3,321,2,53,5663,21
2012,3,321,2,53,639,50
2012,3,321,2,53,5751,30
2012,3,321,2,26,640,3
2012,3,321,2,53,1814,38
2012,3,321,2,63,600,2
2012,8,321,2,26,604,3
2012,8,321,2,53,1814,60
2012,8,321,2,31,600,1
2012,1,321,2,53,1875,23
2012,1,321,2,26,806,60
2012,1,321,2,26,5003,40
2012,1,321,2,53,4880,13
2012,1,321,2,53,645,12
2012,1,321,2,51,600,1
2012,2,321,2,53,5766,19
2012,2,321,2,53,4637,24
2012,2,321,2,53,4841,34
2012,2,321,2,53,5770,20
2012,2,321,2,53,5749,4
2012,2,321,2,21,5663,1
2012,2,321,2,26,5712,66
2012,2,321,2,53,602,1
2012,2,321,2,26,5788,1
2012,2,321,2,1,5747,1
2012,2,321,2,46,6110,1
2012,2,321,2,63,5751,1
2012,7,321,2,53,297,1
2012,3,321,2,49,600,1
2012,4,321,2,53,4854,14
2012,4,321,2,53,5772,18
2012,4,321,2,53,5777,31
2012,4,321,2,53,1608,27
2012,4,321,2,26,4664,55
2012,3,321,2,41,5803,1
2012,4,321,2,53,5751,33
2012,3,321,2,68,5780,2
2012,4,321,2,26,5712,8
2012,4,321,2,53,4873,34
2012,4,321,2,53,5662,25
2012,4,321,2,53,806,32
2012,4,321,2,53,4643,4
2012,4,321,2,26,640,88
2012,4,321,2,40,5003,1
2012,4,321,2,53,5764,9
2012,4,321,2,53,5813,4
2012,4,321,2,53,5806,3
2012,5,321,2,31,600,1
2012,5,321,2,53,5751,13
2012,5,321,2,53,5750,19
2012,5,321,2,72,645,7
2012,5,321,2,53,4664,26
2012,5,321,2,72,4704,9
2012,5,321,2,26,4704,37
2012,6,321,2,53,5783,20
2012,6,321,2,53,5763,24
2012,6,321,2,26,5802,55
2012,6,321,2,26,5679,3
2012,6,321,2,47,5802,1
2012,6,321,2,50,5670,1
2012,6,321,2,53,1600,1
2012,6,321,2,47,1814,2
2012,7,321,2,53,5003,30
2012,7,321,2,53,649,46
2012,7,321,2,53,5825,6
2012,7,321,2,53,5818,9
2012,7,321,2,47,4704,3
2012,7,321,2,53,5763,28
2012,7,321,2,26,5777,39
2012,7,321,2,53,1608,20
2012,7,321,2,53,5837,2
2012,7,321,2,50,600,3
2012,7,321,2,53,5835,24
2012,7,321,2,53,806,15
2012,7,321,2,22,649,10
2012,7,321,2,26,639,6
2012,8,321,2,40,8,1
2012,9,321,2,53,5765,20
2012,9,321,2,84,4637,30
2012,9,321,2,46,5003,1
2012,9,321,2,53,5710,1
2012,9,321,2,26,5679,4
2012,9,321,2,53,5854,3
2012,9,321,2,45,600,1
2012,9,321,2,48,898,1
2012,10,321,2,53,5855,1
2012,10,321,2,53,5003,23
2012,10,321,2,26,5712,15
2012,10,321,2,53,4880,22
2012,10,321,2,26,5679,2
2012,10,321,2,26,600,1
2012,10,321,2,49,649,46
2012,10,321,2,41,649,1
2012,10,321,2,26,5850,49
2012,10,321,2,32,5003,5
2012,10,321,2,55,1814,23
2012,10,321,2,53,5747,3
2012,11,321,2,53,600,36
2012,11,321,2,53,4873,18
2012,11,321,2,53,5712,28
2012,11,321,2,53,5851,7
2012,11,321,2,26,5663,6
2012,11,321,2,26,1859,53
2012,11,321,2,55,8,67
2012,11,321,2,53,8,8
2012,11,321,2,67,649,1
2012,11,321,2,53,5868,16
2012,11,321,2,53,5765,22
2012,11,321,2,26,5763,18
2012,11,321,2,51,5003,1
2012,11,321,2,53,5876,4
2012,12,321,2,53,4880,10
2012,12,321,2,53,640,4
2012,12,321,2,47,649,1
2012,12,321,2,53,5837,8
2012,12,321,2,6,8,1
2012,12,321,2,53,794,5
2012,12,321,2,53,297,3
2013,1,321,2,53,600,49
2012,12,321,2,53,1674,1
2013,1,321,2,53,4704,29
2013,1,321,2,53,1898,38
2013,1,321,2,53,5750,2
2013,1,321,2,22,600,1
2013,1,321,2,72,600,1
2013,1,321,2,53,645,19
2013,1,321,2,53,649,45
2013,1,321,2,53,4637,12
2013,1,321,2,26,639,1
2013,1,321,2,53,5845,12
2013,2,321,2,53,7118,1
2012,2,321,2,53,649,22
2012,2,321,2,26,600,4
2012,3,321,2,53,640,17
2012,3,321,2,53,645,15
2012,3,321,2,53,794,24
2012,3,321,2,26,600,2
2012,3,321,2,53,5793,11
2012,3,321,2,53,5772,24
2012,8,321,2,53,297,1
2012,8,321,2,53,5712,5
2012,8,321,2,53,5813,29
2012,8,321,2,26,1728,83
2012,8,321,2,53,5730,25
2012,8,321,2,53,5750,23
2012,8,321,2,26,4841,73
2012,8,321,2,40,640,1
2012,8,321,2,22,5003,51
2012,1,321,2,53,4854,12
2012,1,321,2,53,5749,16
2012,1,321,2,53,4637,19
2012,1,321,2,53,639,23
2012,1,321,2,26,649,64
2012,1,321,2,53,5766,14
2012,1,321,2,63,600,2
2012,1,321,2,53,5670,1
2012,1,321,2,26,1600,20
2012,1,321,2,53,1696,2
2012,1,321,2,53,602,2
2012,2,321,2,53,1898,39
2012,2,321,2,53,5774,15
2012,2,321,2,48,6110,2
2012,1,321,2,53,1600,1
2012,2,321,2,26,5770,1
2012,2,321,2,63,5794,1
2012,2,321,2,26,4782,1
2012,5,321,2,10,600,1
2012,3,321,2,53,602,1
2012,3,321,2,26,5670,26
2012,3,321,2,53,4643,4
2012,3,321,2,68,5748,11
2012,4,321,2,53,602,1
2012,3,321,2,26,5763,1
2012,4,321,2,53,645,18
2012,4,321,2,53,1859,46
2012,4,321,2,72,4704,36
2012,4,321,2,53,5793,3
2012,4,321,2,53,5780,12
